id,label
2515,0
668,0
5329,0
475,0
8802,0
6675,0
3423,0
6080,0
3678,0
7037,0
6707,0
7320,0
2744,0
1834,0
3261,0
4933,0
6129,0
8151,0
2709,0
5847,0
4382,0
4463,0
7075,0
606,0
4039,0
4988,0
8249,0
5460,0
5772,0
2526,0
2482,0
7185,0
5893,0
6722,0
8819,0
1934,0
3875,0
4225,0
6827,0
7730,0
426,0
2588,0
6285,0
7987,0
4973,0
5356,0
3285,0
5470,0
900,0
7096,0
8804,0
3353,0
1459,0
7155,0
212,0
7168,0
675,0
3429,0
46,0
7751,0
5376,0
3062,0
358,0
4664,0
3515,0
6438,0
4707,0
1514,0
4980,0
2668,0
3585,0
7171,0
3146,0
8185,0
3868,0
1534,0
5480,0
3845,0
6171,0
6004,0
7011,0
1223,0
3722,0
6971,0
2705,0
4456,0
2248,0
7787,0
1528,0
209,0
5443,0
4686,0
6458,0
5011,0
7753,0
5269,0
1946,0
2326,0
2344,0
4598,0
4802,0
5449,0
2292,0
3374,0
1011,0
1363,0
7433,0
5307,0
2561,0
5353,0
8007,0
6126,0
6746,0
2419,0
7805,0
7609,0
3993,0
5283,0
7005,0
1142,0
3408,0
3463,0
3246,0
6974,0
5359,0
780,0
3214,0
7932,0
2530,0
6293,0
2253,0
4793,0
5277,0
3427,0
2990,0
8648,0
3895,0
2338,0
2156,0
7241,0
2894,0
2511,0
7648,0
2608,0
6495,0
5868,0
6352,0
6834,0
4561,0
7457,0
977,0
8279,0
6622,0
2552,0
423,0
3627,0
6381,0
3930,0
4676,0
8296,0
649,0
4328,0
7969,0
2940,0
694,0
3137,0
1471,0
1191,0
4223,0
999,0
6390,0
5606,0
6145,0
6333,0
6482,0
2122,0
8073,0
7396,0
5358,0
3416,0
5774,0
1793,0
3790,0
1362,0
6590,0
4877,0
1463,0
2433,0
2260,0
2818,0
1952,0
6957,0
4178,0
450,0
8271,0
7488,0
5928,0
2252,0
2984,0
6372,0
4604,0
4231,0
1500,0
4494,0
665,0
2715,0
1975,0
4179,0
5432,0
6800,0
8298,0
7607,0
6093,0
4432,0
93,0
7765,0
4757,0
8005,0
5274,0
4630,0
5381,0
7592,0
7177,0
6295,0
867,0
5530,0
5826,0
8236,0
1495,0
1289,0
2026,0
5693,0
3264,0
4821,0
965,0
2982,0
487,0
4313,0
1816,0
8291,0
1701,0
5554,0
2447,0
4823,0
6777,0
4567,0
564,0
986,0
1475,0
7538,0
4983,0
1732,0
893,0
3630,0
7559,0
2250,0
5891,0
5553,0
4622,0
4923,0
4381,0
537,0
259,0
6408,0
1808,0
7420,0
4946,0
7990,0
8513,0
4094,0
7977,0
1210,0
4549,0
7060,0
8761,0
6672,0
8071,0
7686,0
5579,0
2114,0
5243,0
127,0
4895,0
6380,0
2010,0
2167,0
6562,0
5284,0
7988,0
6552,0
1653,0
3693,0
2560,0
7565,0
1763,0
7657,0
7968,0
5757,0
1444,0
8090,0
6796,0
2543,0
8665,0
7414,0
2271,0
1805,0
1262,0
8357,0
7207,0
7019,0
1298,0
6339,0
2210,0
5591,0
783,0
988,0
5997,0
1575,0
1517,0
5048,0
5900,0
6272,0
6876,0
2124,0
8784,0
1652,0
1418,0
6256,0
598,0
7871,0
2316,0
3943,0
1895,0
6581,0
7482,0
3028,0
7394,0
4158,0
8639,0
418,0
8527,0
8196,0
7918,0
4775,0
470,0
144,0
4392,0
7615,0
2164,0
3128,0
5866,0
801,0
7483,0
5762,0
2093,0
2970,0
7069,0
6673,0
5063,0
4550,0
5026,0
6370,0
7260,0
5320,0
931,0
4087,0
1106,0
848,0
6533,0
2679,0
4276,0
3462,0
3390,0
2674,0
216,0
2190,0
4059,0
5003,0
7815,0
6946,0
3258,0
4732,0
1628,0
5473,0
2869,0
4442,0
1499,0
4084,0
6877,0
5000,0
8781,0
6748,0
1427,0
1309,0
1039,0
6735,0
4901,0
8855,0
7013,0
2076,0
8251,0
3087,0
8253,0
4407,0
4748,0
1297,0
4011,0
880,0
8001,0
8654,0
4844,0
5865,0
771,0
2298,0
4152,0
2451,0
5366,0
5786,0
3715,0
3745,0
5318,0
8604,0
5042,0
3126,0
7921,0
2084,0
5996,0
1674,0
1365,0
2717,0
5957,0
7585,0
2852,0
8618,0
5156,0
5300,0
482,0
8483,0
8114,0
1944,0
400,0
135,0
6190,0
1762,0
5961,0
6555,0
2249,0
7554,0
8840,0
1987,0
8352,0
4153,0
5305,0
18,0
8524,0
824,0
3498,0
3579,0
1263,0
6754,0
7124,0
6351,0
1767,0
8858,0
4096,0
8159,0
6634,0
444,0
8862,0
5697,0
4233,0
4854,0
7560,0
6083,0
6776,0
6952,0
5978,0
3228,0
7521,0
1414,0
8712,0
5165,0
3853,0
1761,0
3903,0
6600,0
1775,0
443,0
2751,0
6326,0
1971,0
3701,0
8553,0
1104,0
7329,0
2897,0
3356,0
1107,0
8672,0
5852,0
8259,0
4316,0
8108,0
4498,0
3985,0
4205,0
7277,0
2211,0
7191,0
2529,0
3218,0
521,0
918,0
7030,0
7930,0
3198,0
8218,0
197,0
8556,0
6255,0
1641,0
3749,0
4492,0
798,0
8124,0
6303,0
1190,0
2587,0
8894,0
3320,0
5546,0
594,0
1691,0
8537,0
7393,0
7905,0
2886,0
3107,0
7858,0
7884,0
6288,0
5457,0
5920,0
4829,0
248,0
4115,0
7892,0
7086,0
6913,0
1388,0
7234,0
5239,0
5482,0
7803,0
8376,0
4397,0
1415,0
1152,0
6524,0
4771,0
8266,0
5221,0
3983,0
530,0
2363,0
6668,0
3915,0
2407,0
5390,0
8515,0
2796,0
3952,0
3796,0
7434,0
5717,0
989,0
607,0
407,0
2810,0
1476,0
5949,0
1402,0
6783,0
4499,0
7485,0
674,0
3301,0
5968,0
6349,0
4236,0
1382,0
3788,0
2700,0
587,0
6928,0
162,0
7627,0
6460,0
4167,0
7287,0
6470,0
2425,0
6359,0
2172,0
328,0
2187,0
7723,0
5983,0
1997,0
3063,0
6363,0
5716,0
7226,0
1885,0
1594,0
2973,0
4342,0
175,0
1606,0
1175,0
6138,0
8520,0
8831,0
8704,0
2476,0
6382,0
3331,0
1668,0
8707,0
3795,0
809,0
4713,0
4078,0
3505,0
2325,0
5315,0
7316,0
1612,0
8597,0
8143,0
4409,0
5669,0
2222,0
2484,0
3532,0
1192,0
2177,0
8584,0
6999,0
797,0
8278,0
3001,0
6432,0
5336,0
3381,0
2589,0
112,0
6384,0
642,0
4278,0
5836,0
4131,0
2444,0
764,0
6039,0
3631,0
2047,0
3367,0
1823,0
3358,0
3967,0
2422,0
3935,0
8109,0
1995,0
8127,0
3430,0
3816,0
1571,0
5531,0
1055,0
2863,0
2364,0
2998,0
3833,0
6461,0
1172,0
3420,0
1533,0
3438,0
7176,0
8288,0
7268,0
106,0
3939,0
6501,0
511,0
3469,0
7810,0
1438,0
6195,0
4201,0
1940,0
4834,0
3869,0
1723,0
8208,0
3456,0
1112,0
49,0
4665,0
8820,0
185,0
5431,0
2564,0
4291,0
7238,0
1983,0
4756,0
5246,0
7243,0
5911,0
3918,0
5601,0
2698,0
6306,0
3977,0
2483,0
3691,0
6696,0
2877,0
3244,0
7324,0
4747,0
5605,0
3612,0
1215,0
2443,0
4879,0
5634,0
590,0
5687,0
688,0
4632,0
1232,0
3583,0
6839,0
4642,0
4401,0
5668,0
1273,0
5758,0
489,0
1368,0
3658,0
3914,0
195,0
8815,0
4171,0
7247,0
6865,0
6375,0
3287,0
4390,0
8229,0
5394,0
1424,0
5276,0
1202,0
532,0
7093,0
4239,0
3608,0
792,0
8068,0
8382,0
796,0
276,0
2131,0
2746,0
5633,0
4428,0
205,0
2903,0
4301,0
2135,0
8534,0
3763,0
181,0
4782,0
5016,0
2932,0
2045,0
1204,0
5422,0
1239,0
878,0
6439,0
4631,0
5520,0
718,0
6841,0
8850,0
1577,0
691,0
2320,0
2197,0
5729,0
825,0
1259,0
8504,0
3153,0
7116,0
5294,0
8190,0
5180,0
6500,0
6828,0
8922,0
8010,0
592,0
5313,0
3539,0
3391,0
6851,0
6313,0
901,0
8844,0
134,0
2848,0
8002,0
8453,0
4110,0
907,0
3561,0
2209,0
3527,0
7690,0
5079,0
1493,0
1440,0
1353,0
293,0
7697,0
5198,0
3635,0
5202,0
6122,0
7820,0
7991,0
4912,0
7099,0
4766,0
8580,0
7186,0
6203,0
2743,0
8698,0
1665,0
4832,0
5872,0
5632,0
7629,0
5780,0
8391,0
8404,0
2139,0
4378,0
3269,0
1122,0
7490,0
3595,0
2563,0
6879,0
4279,0
2963,0
874,0
3724,0
4513,0
5234,0
2478,0
6474,0
7496,0
1144,0
6937,0
7642,0
7804,0
8617,0
7280,0
8503,0
325,0
1788,0
1164,0
5195,0
8765,0
7204,0
6544,0
8365,0
3495,0
4380,0
1082,0
735,0
8214,0
3708,0
7517,0
2822,0
6565,0
3978,0
7720,0
476,0
5514,0
5754,0
1186,0
6237,0
6678,0
4261,0
7610,0
5471,0
6762,0
4310,0
3362,0
3274,0
814,0
5472,0
7465,0
6119,0
25,0
7258,0
625,0
7807,0
339,0
3065,0
7408,0
1369,0
7998,0
5207,0
2191,0
8810,0
8880,0
4836,0
3936,0
1449,0
4464,0
5506,0
3956,0
8688,0
6579,0
4174,0
8418,0
1435,0
2432,0
35,0
4828,0
1196,0
2829,0
5541,0
1688,0
8234,0
5683,0
3472,0
336,0
1572,0
7882,0
3157,0
3662,0
8014,0
2430,0
1561,0
3531,0
1248,0
8394,0
4235,0
8048,0
844,0
4799,0
4170,0
702,0
1822,0
2896,0
1179,0
7766,0
1853,0
7641,0
4562,0
2366,0
915,0
8886,0
4541,0
7042,0
4018,0
2450,0
8606,0
1892,0
5102,0
431,0
8801,0
6838,0
7059,0
1699,0
2472,0
5242,0
3547,0
3751,0
547,0
2545,0
206,0
4690,0
3004,0
5334,0
8666,0
2615,0
5037,0
4363,0
4809,0
3046,0
4584,0
8702,0
5808,0
6000,0
5488,0
4723,0
2436,0
1806,0
2465,0
3349,0
2199,0
6592,0
6320,0
2092,0
5332,0
5525,0
5056,0
1967,0
7780,0
200,0
4345,0
3726,0
4590,0
1797,0
1661,0
7449,0
3071,0
1130,0
4468,0
5904,0
7688,0
6334,0
6316,0
6329,0
8381,0
2634,0
4545,0
7848,0
8793,0
5115,0
3271,0
7255,0
3057,0
7777,0
4472,0
4000,0
7769,0
623,0
2890,0
7327,0
3975,0
8547,0
3512,0
3755,0
8668,0
4010,0
635,0
7961,0
6704,0
5705,0
2165,0
6844,0
50,0
3212,0
4402,0
2141,0
6240,0
4615,0
10,0
1242,0
1371,0
4185,0
2,0
8374,0
5563,0
4466,0
2575,0
7224,0
8572,0
3120,0
7724,0
4303,0
7762,0
8670,0
4517,0
54,0
1149,0
2015,0
3339,0
7344,0
5594,0
6169,0
1636,0
1214,0
6365,0
7180,0
2988,0
132,0
7514,0
7026,0
6542,0
8621,0
8105,0
3025,0
5881,0
2573,0
8591,0
5733,0
5051,0
1507,0
8032,0
378,0
7342,0
6158,0
7321,0
2644,0
2225,0
6701,0
5303,0
4453,0
7164,0
7103,0
6683,0
4193,0
5081,0
3474,0
1134,0
4047,0
239,0
4964,0
1554,0
7545,0
8195,0
2556,0
7460,0
822,0
6669,0
1320,0
8691,0
2770,0
2434,0
2911,0
5958,0
2203,0
6417,0
3321,0
6512,0
4736,0
1568,0
12,0
8817,0
2714,0
8615,0
3906,0
7945,0
7745,0
6038,0
843,0
3336,0
6538,0
3793,0
2365,0
1169,0
5308,0
8171,0
8268,0
6251,0
5236,0
2836,0
5275,0
8536,0
6164,0
2351,0
7121,0
1776,0
618,0
621,0
5271,0
4215,0
1069,0
2672,0
309,0
7174,0
4112,0
6280,0
3016,0
8066,0
7602,0
5745,0
3154,0
4307,0
3831,0
4882,0
3734,0
8570,0
6376,0
5477,0
1137,0
8727,0
5964,0
5658,0
3951,0
1010,0
7382,0
1401,0
3114,0
1194,0
7870,0
6099,0
7070,0
7546,0
1409,0
72,0
2064,0
7160,0
3900,0
7669,0
7111,0
7563,0
4881,0
5306,0
4023,0
614,0
3293,0
7487,0
7948,0
6465,0
948,0
8257,0
5747,0
2083,0
8564,0
5854,0
8911,0
3189,0
3961,0
4754,0
7104,0
315,0
5248,0
1743,0
4142,0
8269,0
4909,0
5340,0
2395,0
2317,0
8741,0
3526,0
2120,0
5600,0
4176,0
6048,0
8598,0
6588,0
406,0
6322,0
80,0
7098,0
1843,0
3570,0
1168,0
609,0
8176,0
4671,0
3387,0
4886,0
8725,0
5106,0
4968,0
970,0
2952,0
4899,0
1608,0
4956,0
2257,0
7707,0
714,0
7117,0
8028,0
3735,0
4476,0
1560,0
3657,0
8766,0
8744,0
4840,0
8757,0
3655,0
3224,0
6774,0
6258,0
7505,0
4944,0
1518,0
6341,0
7714,0
5890,0
8435,0
1990,0
5022,0
1100,0
4426,0
5397,0
6456,0
3197,0
3396,0
7167,0
5137,0
5201,0
819,0
4005,0
8042,0
7159,0
5737,0
1441,0
1925,0
1311,0
1477,0
8350,0
5378,0
3022,0
5979,0
51,0
1532,0
8255,0
5580,0
3842,0
7114,0
1626,0
5822,0
4156,0
7032,0
2125,0
8589,0
7163,0
4459,0
2506,0
5062,0
4287,0
1087,0
7572,0
2000,0
6753,0
7946,0
3286,0
1713,0
3479,0
1861,0
514,0
5374,0
4777,0
2980,0
5529,0
8227,0
7533,0
7927,0
6457,0
5446,0
5290,0
8220,0
8573,0
2282,0
2400,0
2281,0
528,0
1537,0
8495,0
7861,0
4625,0
7924,0
1086,0
453,0
2473,0
5698,0
8690,0
5511,0
5416,0
6660,0
1883,0
4508,0
1778,0
6874,0
3385,0
5657,0
8345,0
5806,0
3312,0
5049,0
5726,0
599,0
933,0
8455,0
6944,0
8471,0
5938,0
2953,0
7840,0
2585,0
5240,0
4100,0
549,0
2711,0
8795,0
1217,0
8353,0
601,0
7291,0
3254,0
1176,0
8146,0
2541,0
3169,0
1110,0
26,0
7695,0
8642,0
1715,0
2716,0
5730,0
505,0
3138,0
6419,0
3433,0
282,0
1838,0
863,0
1102,0
433,0
4196,0
6223,0
3369,0
1703,0
5661,0
6398,0
8260,0
577,0
2706,0
4572,0
5842,0
5205,0
2331,0
4524,0
8508,0
4559,0
1524,0
7440,0
481,0
7507,0
8012,0
3976,0
6181,0
221,0
7608,0
2104,0
5383,0
6242,0
3941,0
1644,0
6476,0
7421,0
5260,0
1407,0
1213,0
1831,0
6513,0
7461,0
86,0
1020,0
6685,0
387,0
8517,0
1156,0
4716,0
5235,0
734,0
8034,0
4359,0
5420,0
1250,0
3066,0
2426,0
3183,0
6666,0
7913,0
2720,0
4182,0
962,0
8373,0
3140,0
8893,0
650,0
8921,0
2629,0
2368,0
8019,0
6241,0
1673,0
1007,0
1151,0
2389,0
4122,0
7674,0
2418,0
8600,0
1126,0
1706,0
7142,0
6791,0
3012,0
5860,0
3962,0
8147,0
6033,0
2554,0
3203,0
23,0
3577,0
3725,0
3393,0
4593,0
5124,0
6448,0
2242,0
4759,0
6165,0
1358,0
3466,0
2027,0
8198,0
690,0
1253,0
572,0
1841,0
8386,0
830,0
2238,0
2740,0
2053,0
1998,0
3111,0
347,0
593,0
4577,0
4740,0
7973,0
5060,0
3148,0
637,0
1704,0
345,0
3072,0
2842,0
8111,0
2858,0
957,0
3225,0
5439,0
1855,0
1962,0
7501,0
7083,0
8673,0
7173,0
4977,0
8866,0
4434,0
289,0
1643,0
6060,0
4903,0
208,0
8267,0
4198,0
1824,0
8173,0
696,0
4272,0
8178,0
6207,0
6763,0
3118,0
6492,0
7504,0
31,0
2898,0
7301,0
6021,0
3252,0
7758,0
3619,0
4121,0
5944,0
4820,0
2121,0
3590,0
1487,0
5161,0
4566,0
7797,0
1398,0
3266,0
4219,0
2409,0
3970,0
2548,0
8643,0
1425,0
3219,0
1003,0
3656,0
2059,0
5082,0
1555,0
8496,0
4952,0
364,0
1505,0
4935,0
5041,0
4573,0
3801,0
6037,0
3435,0
8282,0
6527,0
3880,0
4997,0
380,0
3355,0
3425,0
7343,0
1905,0
4114,0
512,0
6230,0
4385,0
7741,0
662,0
941,0
1023,0
1818,0
765,0
459,0
4764,0
2946,0
8209,0
6453,0
1880,0
260,0
6321,0
4106,0
1903,0
7412,0
7430,0
4601,0
5775,0
2559,0
7503,0
1455,0
3856,0
1857,0
5319,0
6231,0
4800,0
7818,0
3439,0
3020,0
5663,0
6778,0
4438,0
6504,0
2951,0
6150,0
76,0
5183,0
751,0
2702,0
5129,0
7620,0
1393,0
2728,0
6156,0
6040,0
5739,0
5821,0
1292,0
5915,0
3723,0
2519,0
4874,0
612,0
4034,0
7719,0
2490,0
4835,0
1695,0
873,0
5217,0
2904,0
5427,0
4060,0
7066,0
3142,0
2319,0
3618,0
1655,0
1802,0
4969,0
5361,0
2782,0
6522,0
2690,0
4554,0
69,0
1965,0
608,0
5233,0
8758,0
6578,0
5241,0
4327,0
8033,0
265,0
3670,0
8826,0
6642,0
2221,0
6992,0
8107,0
3231,0
710,0
786,0
4175,0
203,0
8351,0
4046,0
4695,0
2255,0
8216,0
7893,0
4355,0
4857,0
6765,0
4617,0
6220,0
3009,0
5946,0
1006,0
8316,0
3315,0
7240,0
4135,0
2816,0
6324,0
3979,0
500,0
552,0
3615,0
8408,0
7356,0
7709,0
4880,0
1029,0
3370,0
7508,0
1666,0
596,0
4814,0
7276,0
2132,0
3103,0
83,0
1180,0
342,0
5640,0
5829,0
5083,0
7578,0
299,0
3605,0
2097,0
1488,0
8824,0
529,0
7087,0
981,0
4585,0
4148,0
5038,0
8569,0
6343,0
5105,0
2311,0
5876,0
6837,0
4546,0
1434,0
5656,0
6885,0
4140,0
1389,0
8480,0
7569,0
7273,0
8063,0
5071,0
7837,0
8806,0
2011,0
588,0
3503,0
535,0
2227,0
7076,0
644,0
4845,0
6798,0
634,0
1111,0
3589,0
7865,0
3031,0
1317,0
4129,0
1364,0
7816,0
7134,0
4953,0
856,0
5735,0
6166,0
5986,0
7943,0
6044,0
7297,0
1520,0
5380,0
4149,0
6727,0
4529,0
6360,0
1380,0
4813,0
1684,0
8555,0
5118,0
8349,0
8809,0
5741,0
6705,0
1587,0
4043,0
805,0
6346,0
2550,0
7561,0
8745,0
7725,0
2628,0
1129,0
522,0
758,0
2597,0
752,0
5225,0
2405,0
3061,0
6153,0
4394,0
5810,0
7341,0
1721,0
8261,0
66,0
7404,0
4063,0
151,0
7838,0
3748,0
4893,0
2110,0
6723,0
5491,0
2245,0
5164,0
